47.9134	54.9325	68.9488	74.0194
50.4221	52.2695	69.5290	74.6975
48.6304	54.6430	68.2923	74.0851
49.1454	45.6780	69.6846	73.9661
49.4632	55.2731	68.4035	72.8756
43.9787	51.2364	67.8532	71.4398
47.7647	56.1899	68.8064	73.0004
48.9454	54.4123	69.4082	74.1904
50.8996	53.4783	69.7046	74.4998
50.0807	55.7630	68.7457	74.4222
48.4273	56.1718	68.9321	73.6136
48.6688	55.6985	69.6103	73.1690
49.1970	56.9175	68.3615	74.1797
48.0308	56.1519	68.4342	73.9108
49.7855	58.0599	68.4833	74.4737
48.6645	57.3617	66.2080	74.0255
46.7967	58.0727	68.5392	74.1837
48.6319	58.5299	69.7727	73.5383
49.2063	58.0274	69.4449	69.6191
47.3274	57.4466	68.9774	74.1351
49.7143	58.4713	68.7083	73.4794
49.9365	58.1915	69.6769	72.7163
49.8886	59.7697	68.7168	73.3972
48.7129	57.7914	69.5867	73.4413
49.8918	58.1752	68.3852	74.0134
49.9952	58.7111	68.7799	73.3896
48.4574	58.5779	70.1618	74.3534
51.7447	60.0126	69.7067	74.6837
49.7946	59.3161	68.5384	75.2210
48.8515	57.3880	69.8344	74.5225
48.8770	59.4458	70.5811	74.1366
49.6540	59.9607	69.7229	73.9860
50.1764	58.7029	69.5721	73.7145
51.0646	57.9708	69.2515	74.7349
49.7914	58.6782	70.7884	74.8536
51.5434	59.6270	69.4733	74.7239
51.3111	60.1509	66.4548	74.9024
46.8383	60.5473	70.6985	73.4708
49.3199	59.6834	71.0485	73.0943
47.9060	61.3530	70.6963	74.1672
48.0697	57.5617	71.2594	74.1599
49.1046	60.8734	71.6542	73.7898
47.3391	60.3414	71.4149	73.3642
50.3263	61.5007	71.6147	73.9759
48.8155	61.0908	71.2738	74.5397
50.0422	61.4571	71.1555	74.6543
49.4555	60.6233	70.2693	74.2370
49.1706	62.5762	69.2863	74.8838
49.1095	61.7681	70.4643	74.8495
51.2677	61.9372	71.5908	74.4793
49.8416	58.3702	70.2712	74.6592
50.3875	60.8364	70.9525	74.4333
49.6949	62.0882	69.8962	74.8229
48.2643	60.7414	71.4273	74.0372
48.9869	60.5736	71.3758	73.9886
52.0548	62.2195	69.8449	74.2723
48.6462	62.5506	72.0902	73.9336
50.8198	62.3492	71.0788	73.3495
45.9010	62.1796	70.5079	72.9692
41.0489	61.9611	70.5002	73.3754
48.3013	62.7636	71.0201	74.9496
47.3767	63.0385	70.8387	72.8401
48.0266	61.9771	69.1641	74.3272
48.4467	62.4823	69.3792	74.0506
50.7045	62.3255	70.2820	74.8222
50.7666	63.5847	68.9583	73.5255
50.2708	62.8872	69.0554	74.4784
51.6879	63.4701	69.2975	74.1879
51.4733	60.8292	70.2895	74.0481
50.8087	62.8790	70.3687	74.3189
51.3107	63.2925	71.4497	74.1293
50.6954	63.1607	70.4522	73.5526
50.1040	62.9120	70.5749	74.2490
51.1868	63.0151	70.1945	72.9357
51.0638	62.1550	70.5232	70.9340
51.7201	62.6279	70.5811	73.8152
50.7187	62.7172	70.8597	73.8921
51.4960	62.8547	70.0970	73.2750
49.8310	63.0546	70.3274	73.7662
50.3659	62.2891	70.9258	73.7596
49.9770	62.5000	69.9113	74.3076
51.6377	60.4952	69.7703	72.6621
52.1544	58.4353	69.9170	73.2908
52.5436	59.5945	69.8954	72.7764
48.9742	61.3215	70.1159	71.5843
51.0051	61.6784	69.9342	75.0912
52.3517	60.7302	70.2193	74.7524
52.3588	61.7318	70.3678	74.6170
50.8051	61.7436	69.4994	74.5843
51.1917	60.9845	68.9602	75.2172
50.7945	59.9083	71.3866	75.1466
51.4455	60.2757	69.4741	74.5149
51.5076	60.7253	70.8186	73.1014
52.9675	61.4277	69.5232	75.3691
52.8826	60.8787	68.9918	74.9913
52.8541	62.0394	68.3605	74.4202
51.5449	62.2386	69.0281	74.2189
51.7705	54.9407	67.7868	74.0528
52.7485	61.0580	70.2034	74.8042
52.6719	62.0611	69.4551	74.5677
52.5735	61.7784	69.6387	74.5166
52.8233	61.9111	68.6668	75.7884
52.4986	62.8309	69.4784	74.1406
52.4596	62.3093	70.5648	75.5985
52.9667	62.3547	70.0061	75.0261
51.4158	61.2840	70.4120	74.4795
52.7510	62.4568	70.5556	74.6032
45.6845	62.8083	70.5215	75.9322
53.4632	62.0357	70.7360	75.4222
52.2513	63.3827	70.3213	74.6044
52.7649	62.5198	68.5095	74.6774
53.6598	64.0302	69.5029	74.8221
53.2135	64.2323	70.0798	74.6181
52.4868	63.0720	69.6249	75.8314
53.4011	63.5294	70.1108	75.5366
53.5080	62.7785	67.3192	74.7680
54.1415	62.7021	70.3026	75.9948
53.3599	62.6958	68.7355	75.1504
53.2734	62.3580	70.0682	73.1477
52.8483	62.5792	68.7775	74.6061
52.2222	62.5719	69.5342	75.8777
52.2361	62.5298	70.0783	75.0947
51.9582	61.9186	69.9575	75.8010
50.8674	61.3765	70.2540	74.3294
50.8960	63.2361	69.6986	75.1047
51.4553	63.5152	69.8075	75.9757
54.2138	62.9206	69.8019	74.7752
51.4632	63.8476	69.9817	73.3554
52.5559	63.5210	70.8850	75.5093
52.7176	62.7513	70.3391	74.6832
52.8467	63.4650	71.6529	76.4721
52.4932	63.6154	71.6758	74.8257
51.7144	62.4758	71.6786	76.5976
52.3123	62.7239	71.1111	75.4314
49.4673	63.4617	71.3056	75.4394
52.8785	63.3419	69.7646	75.0176
50.9191	61.9225	70.6415	75.6866
54.0417	61.6868	68.8823	75.5579
53.4394	59.7945	69.8801	75.3605
53.3240	62.5577	70.7871	75.7984
52.0973	64.0834	70.4707	74.0741
53.6896	63.7440	71.5337	74.7677
53.3370	62.9659	70.7433	73.9683
52.6461	63.6576	71.3060	74.5129
52.2887	63.6917	71.0033	74.7946
53.0849	62.6088	70.0671	75.5421
53.3866	64.0945	70.2731	75.3799
53.4819	64.9181	71.1226	75.5473
53.7114	63.7770	71.5970	75.1249
53.3345	63.8007	70.8995	74.6876
53.9991	62.8367	70.8160	74.6555
52.4456	63.6427	70.3665	72.1008
53.5753	62.9225	70.8484	73.8905
53.2458	62.5371	70.3259	71.7258
53.1641	62.5408	70.2357	73.3299
52.5910	63.6788	69.6602	70.4869
52.9295	63.3598	70.5524	72.9395
53.2767	63.2849	69.6385	73.5533
50.9807	64.0557	70.7850	71.0108
53.0980	63.7877	71.3464	74.5235
